Accesion,Length,Hit_identity,Hit_score,E-value,Definition,EC number
WP_099277706,983,742,1530,0,formate dehydrogenase subunit alpha [Limimaricola cinnabarinus] >gb|PHP27282.1| formate dehydrogenase subunit alpha [Limimaricola cinnabarinus],1.17.1.9
WP_164625026,959,717,1529.61,0,formate dehydrogenase subunit alpha [Tabrizicola oligotrophica] >gb|NEY90504.1| formate dehydrogenase subunit alpha [Tabrizicola oligotrophica],1.17.1.9
WP_067550107,962,727,1529.61,0,MULTISPECIES: formate dehydrogenase subunit alpha [Rhodobacterales] >gb|APO85983.1| formate dehydrogenase subunit alpha [Marivivens sp. JLT3646] >gb|OBR36928.1| formate dehydrogenase subunit alpha [Donghicola sp. JL3646],1.17.1.9
NVJ94086,962,726,1529.61,0,formate dehydrogenase subunit alpha [Marivivens sp.],1.17.1.9
WP_168775865,956,716,1529.61,0,formate dehydrogenase subunit alpha [Rhodobacter tardus] >gb|NBZ89062.1| formate dehydrogenase subunit alpha [Rhodobacter tardus],1.17.1.9
MAZ17713,958,722,1529.23,0,formate dehydrogenase subunit alpha [Ahrensia sp.],1.17.1.9
WP_089851626,969,732,1529.23,0,formate dehydrogenase subunit alpha [Salipiger marinus] >emb|SDJ41219.1| formate dehydrogenase alpha subunit [Salipiger marinus],1.17.1.9
WP_090736966,977,728,1529.23,0,formate dehydrogenase subunit alpha [Paracoccus homiensis] >emb|SET91776.1| formate dehydrogenase alpha subunit [Paracoccus homiensis],1.17.1.9
WP_075786444,956,735,1529.23,0,MULTISPECIES: formate dehydrogenase subunit alpha [Rhodovulum] >gb|MBL3571482.1| formate dehydrogenase subunit alpha [Rhodovulum visakhapatnamense] >gb|MBL3579414.1| formate dehydrogenase subunit alpha [Rhodovulum visakhapatnamense] >gb|OLS45544.1| formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum],1.17.1.9
MBB05645,974,736,1528.84,0,formate dehydrogenase subunit alpha [Pseudooceanicola sp.],1.17.1.9
WP_105235779,962,726,1528.84,0,formate dehydrogenase subunit alpha [Aestuarium zhoushanense] >gb|AUJ64830.1| formate dehydrogenase subunit alpha [Aestuarium zhoushanense],1.17.1.9
MCC5959467,965,730,1528.46,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_114292180,964,730,1528.46,0,formate dehydrogenase subunit alpha [Sulfitobacter sp. PIC-76],1.17.1.9
WP_139597522,975,737,1528.46,0,formate dehydrogenase subunit alpha [Paracoccus haeundaensis] >gb|TNH41309.1| formate dehydrogenase subunit alpha [Paracoccus haeundaensis],1.17.1.9
WP_167686831,960,724,1528.46,0,formate dehydrogenase subunit alpha [Pseudooceanicola sp. HF7] >gb|NIZ08035.1| formate dehydrogenase subunit alpha [Pseudooceanicola sp. HF7],1.17.1.9
WP_132535402,959,731,1528.46,0,formate dehydrogenase subunit alpha [Rhizobium sp. PP-F2F-G48] >gb|TCM55124.1| formate dehydrogenase alpha subunit [Rhizobium sp. PP-F2F-G48],1.17.1.9
MBL6428730,971,730,1528.46,0,formate dehydrogenase subunit alpha [Maritimibacter sp.],1.17.1.9
WP_128516280,958,730,1528.46,0,formate dehydrogenase subunit alpha [Rhodobacter thermarum],1.17.1.9
WP_134076854,956,735,1528.46,0,formate dehydrogenase subunit alpha [Rhodovulum visakhapatnamense] >gb|TDX33771.1| formate dehydrogenase alpha subunit [Rhodovulum visakhapatnamense],1.17.1.9
WP_224908999,955,723,1528.07,0,formate dehydrogenase subunit alpha [Stappia indica] >gb|MCA1296715.1| formate dehydrogenase subunit alpha [Stappia indica],1.17.1.9
WP_167621914,968,729,1528.07,0,formate dehydrogenase subunit alpha [Paracoccus sp. AK26] >gb|QIR84852.1| formate dehydrogenase subunit alpha [Paracoccus sp. AK26],1.17.1.9
WP_076532801,968,737,1528.07,0,formate dehydrogenase subunit alpha [Gemmobacter megaterium] >dbj|GGE21900.1| formate dehydrogenase subunit alpha [Gemmobacter megaterium] >emb|SIT15027.1| formate dehydrogenase alpha subunit [Gemmobacter megaterium],1.17.1.9
WP_095596005,958,721,1528.07,0,formate dehydrogenase subunit alpha [Actibacterium pelagium] >dbj|GGE45661.1| formate dehydrogenase subunit alpha [Actibacterium pelagium],1.17.1.9
WP_115980149,960,740,1528.07,0,formate dehydrogenase subunit alpha [Rhodosalinus sediminis] >gb|REC56019.1| formate dehydrogenase subunit alpha [Rhodosalinus sediminis],1.17.1.9
WP_135817057,980,734,1527.69,0,formate dehydrogenase subunit alpha [Paracoccus liaowanqingii] >gb|TGN62242.1| formate dehydrogenase subunit alpha [Paracoccus liaowanqingii],1.17.1.9
WP_202226982,956,732,1527.69,0,formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum] >gb|MBL3560570.1| formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum],1.17.1.9
TVS04207,964,741,1527.69,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_161352846,971,730,1527.69,0,formate dehydrogenase subunit alpha [Maritimibacter harenae] >gb|MZR14745.1| formate dehydrogenase subunit alpha [Maritimibacter harenae],1.17.1.9
MBR3369748,965,733,1527.69,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_187972005,959,726,1527.69,0,formate dehydrogenase subunit alpha [Mesorhizobium sp. NIBR3],1.17.1.9
WP_127898327,975,736,1527.3,0,MULTISPECIES: formate dehydrogenase subunit alpha [Paracoccus] >gb|AZY93789.1| formate dehydrogenase subunit alpha [Paracoccus sp. Arc7-R13] >gb|TNC06243.1| formate dehydrogenase subunit alpha [Paracoccus marcusii],1.17.1.9
TYP64660,975,736,1527.3,0,formate dehydrogenase alpha subunit [Pseudomonas stutzeri],1.17.1.9
WP_153747315,956,734,1527.3,0,formate dehydrogenase subunit alpha [Rhodovulum strictum] >gb|MRH19994.1| formate dehydrogenase subunit alpha [Rhodovulum strictum],1.17.1.9
WP_062596256,959,729,1527.3,0,formate dehydrogenase subunit alpha [Rhizobium sp. Leaf371] >gb|KQS63710.1| formate dehydrogenase [Rhizobium sp. Leaf371],1.17.1.9
WP_008330488,971,731,1526.92,0,formate dehydrogenase subunit alpha [Maritimibacter alkaliphilus] >gb|EAQ12205.1| NAD-dependent formate dehydrogenase, alpha subunit [Rhodobacterales bacterium HTCC2654] [Maritimibacter alkaliphilus HTCC2654] >gb|TYP85501.1| formate dehydrogenase alpha subunit [Maritimibacter alkaliphilus HTCC2654],1.17.1.9
WP_068357987,963,721,1526.92,0,formate dehydrogenase subunit alpha [Jannaschia sp. EhC01] >gb|OAN78008.1| formate dehydrogenase subunit alpha [Jannaschia sp. EhC01],1.17.1.9
WP_088217059,963,731,1526.53,0,formate dehydrogenase subunit alpha [Haematobacter massiliensis] >gb|OWJ73516.1| formate dehydrogenase subunit alpha [Haematobacter massiliensis],1.17.1.9
WP_202260152,956,732,1526.53,0,formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum] >gb|MBL3575188.1| formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum],1.17.1.9
WP_200688964,968,732,1526.53,0,formate dehydrogenase subunit alpha [Paracoccus caeni] >gb|MBK4217827.1| formate dehydrogenase subunit alpha [Paracoccus caeni],1.17.1.9
MAE88075,973,725,1526.53,0,formate dehydrogenase subunit alpha [Pelagibaca sp.],1.17.1.9
WP_060834355,956,731,1526.15,0,formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum] >dbj|BAQ68569.1| NAD-dependent formate dehydrogenase alpha subunit [Rhodovulum sulfidophilum],1.17.1.9
WP_075782519,956,731,1525.76,0,formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum] >gb|MBL3551537.1| formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum] >gb|OLS49101.1| formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum],1.17.1.9
WP_108691164,974,725,1525.76,0,formate dehydrogenase subunit alpha [Pelagivirga sediminicola] >gb|PVA11190.1| formate dehydrogenase subunit alpha [Pelagivirga sediminicola],1.17.1.9
WP_068415658,956,733,1525.76,0,formate dehydrogenase subunit alpha [Labrenzia sp. OB1] >gb|KZM48743.1| formate dehydrogenase [Labrenzia sp. OB1],1.17.1.9
WP_035711640,963,731,1525.38,0,formate dehydrogenase subunit alpha [Haematobacter massiliensis] >gb|KFI28667.1| formate dehydrogenase [Haematobacter massiliensis] >gb|OWJ88598.1| formate dehydrogenase subunit alpha [Haematobacter massiliensis] >gb|QBJ26212.1| formate dehydrogenase subunit alpha [Haematobacter massiliensis],1.17.1.9
WP_109667393,970,737,1524.99,0,formate dehydrogenase subunit alpha [Roseicyclus mahoneyensis] >gb|PWK61150.1| formate dehydrogenase alpha subunit [Roseicyclus mahoneyensis],1.17.1.9
WP_152341793,959,724,1524.99,0,formate dehydrogenase subunit alpha [Rhizobium sp. Khangiran2] >emb|CAD6620618.1| formate dehydrogenase subunit alpha [Rhizobium sp. Khangiran2],1.17.1.9
MBR9893526,973,725,1524.99,0,formate dehydrogenase subunit alpha [bacterium],1.17.1.9
TVR46644,965,735,1524.99,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
OIP86778,958,730,1524.99,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium CG2_30_65_12],1.17.1.9
MBF9046877,970,729,1524.99,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium LSUCC0031],1.17.1.9
WP_045999365,975,736,1524.99,0,formate dehydrogenase subunit alpha [Paracoccus sp. 228] >gb|KIX19281.1| formate dehydrogenase [Paracoccus sp. 228],1.17.1.9
WP_135312680,980,731,1524.61,0,formate dehydrogenase subunit alpha [Paracoccus liaowanqingii] >gb|QBX34391.1| formate dehydrogenase subunit alpha [Paracoccus liaowanqingii],1.17.1.9
WP_113669569,956,732,1524.61,0,formate dehydrogenase subunit alpha [Rhodovulum sp. BSW8] >gb|RBO53054.1| formate dehydrogenase subunit alpha [Rhodovulum sp. BSW8],1.17.1.9
WP_201150813,956,730,1524.61,0,formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum] >gb|MBK5923093.1| formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum],1.17.1.9
SOC84495,960,723,1524.61,0,formate dehydrogenase alpha subunit [Ensifer adhaerens],1.17.1.9
WP_116559143,966,732,1524.61,0,formate dehydrogenase subunit alpha [Pararhodobacter oceanensis] >gb|PVH28223.1| formate dehydrogenase subunit alpha [Pararhodobacter oceanensis],1.17.1.9
WP_024271112,959,727,1524.61,0,formate dehydrogenase subunit alpha [Shinella sp. DD12] >gb|EYR79615.1| formate dehydrogenase, alpha subunit [Shinella sp. DD12],1.17.1.9
WP_109387706,966,721,1524.61,0,formate dehydrogenase subunit alpha [Salibaculum griseiflavum] >gb|PWG17365.1| formate dehydrogenase subunit alpha [Salibaculum griseiflavum],1.17.1.9
HBZ45550,975,724,1524.61,0,formate dehydrogenase subunit alpha [Maritimibacter sp.],1.17.1.9
WP_202250011,956,730,1524.61,0,formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum] >gb|MBL3610352.1| formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum],1.17.1.9
MCC5963122,965,734,1524.22,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
MBP7001134,976,730,1524.22,0,formate dehydrogenase subunit alpha [Amaricoccus sp.],1.17.1.9
WP_113289471,960,734,1524.22,0,formate dehydrogenase subunit alpha [Rhodosalinus sp. E84] >gb|RBI85143.1| formate dehydrogenase subunit alpha [Rhodosalinus sp. E84],1.17.1.9
WP_089230940,962,734,1523.84,0,formate dehydrogenase subunit alpha [Tropicimonas sediminicola] >emb|SNS23622.1| formate dehydrogenase alpha subunit [Tropicimonas sediminicola],1.17.1.9
WP_103171218,968,731,1523.84,0,MULTISPECIES: formate dehydrogenase subunit alpha [Paracoccus] >dbj|GGF64967.1| formate dehydrogenase subunit alpha [Paracoccus acridae],1.17.1.9
WP_102224235,983,735,1523.84,0,formate dehydrogenase subunit alpha [Acidimangrovimonas sediminis],1.17.1.9
WP_075788372,956,731,1523.84,0,formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum] >gb|OLS51221.1| formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum],1.17.1.9
WP_202251911,956,730,1523.84,0,formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum] >gb|MBL3595050.1| formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum],1.17.1.9
WP_138423557,971,728,1523.84,0,formate dehydrogenase subunit alpha [Maritimibacter alexandrii],1.17.1.9
WP_103220317,956,732,1523.84,0,formate dehydrogenase subunit alpha [Roseibium marinum] >gb|POF33627.1| formate dehydrogenase major subunit [Roseibium marinum],1.17.1.9
WP_108027701,956,730,1523.84,0,formate dehydrogenase subunit alpha [Rhodovulum kholense] >gb|PTW47076.1| formate dehydrogenase alpha subunit [Rhodovulum kholense],1.17.1.9
WP_149746568,960,724,1523.45,0,formate dehydrogenase subunit alpha [Rhizobium sp. RU35A] >emb|SIQ66572.1| formate dehydrogenase alpha subunit [Rhizobium sp. RU35A],1.17.1.9
MBL9064594,963,720,1523.45,0,formate dehydrogenase subunit alpha [Tabrizicola sp.],1.17.1.9
WP_085419640,959,722,1523.45,0,formate dehydrogenase subunit alpha [Rhizobium oryzae] >emb|SME96760.1| formate dehydrogenase alpha subunit [Rhizobium oryzae],1.17.1.9
WP_114362902,960,726,1523.45,0,formate dehydrogenase subunit alpha [Ciceribacter lividus] >gb|RCW25971.1| formate dehydrogenase alpha subunit [Ciceribacter lividus],1.17.1.9
WP_162105125,956,730,1523.45,0,formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum] >gb|NDK34415.1| formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum],1.17.1.9
WP_132460803,956,731,1523.45,0,formate dehydrogenase subunit alpha [Rhodovulum marinum] >gb|TCP42935.1| formate dehydrogenase alpha subunit [Rhodovulum marinum],1.17.1.9
WP_202266417,956,730,1523.45,0,formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum] >gb|MBL3565581.1| formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum],1.17.1.9
WP_046796311,959,717,1523.06,0,formate dehydrogenase subunit alpha [Rhizobium sp. LC145] >gb|KKX27799.1| formate dehydrogenase [Rhizobium sp. LC145] >gb|TKT57060.1| formate dehydrogenase subunit alpha [Rhizobiaceae bacterium LC148],1.17.1.9
WP_042462800,956,730,1523.06,0,formate dehydrogenase subunit alpha [Rhodovulum sulfidophilum] >gb|ANB35291.1| formate dehydrogenase [Rhodovulum sulfidophilum DSM 1374] >gb|ANB39113.1| formate dehydrogenase [Rhodovulum sulfidophilum],1.17.1.9
WP_132521967,959,723,1523.06,0,formate dehydrogenase subunit alpha [Rhizobium sp. BK376] >gb|TCR89938.1| formate dehydrogenase alpha subunit [Rhizobium sp. BK376],1.17.1.9
WP_198686619,972,722,1523.06,0,formate dehydrogenase subunit alpha [Pontibaca salina] >gb|MBI6630594.1| formate dehydrogenase subunit alpha [Pontibaca salina],1.17.1.9
WP_113911466,977,712,1523.06,0,formate dehydrogenase subunit alpha [Pelagivirga dicentrarchi],1.17.1.9
WP_071006045,959,720,1523.06,0,formate dehydrogenase subunit alpha [Rhizobium sp. LCM 4573] >gb|OHV82091.1| formate dehydrogenase subunit alpha [Rhizobium sp. LCM 4573],1.17.1.9
WP_062691396,959,728,1523.06,0,formate dehydrogenase subunit alpha [Rhizobium sp. Leaf341] >gb|KQR79138.1| formate dehydrogenase [Rhizobium sp. Leaf341],1.17.1.9
WP_219000768,963,718,1523.06,0,formate dehydrogenase subunit alpha [Jannaschia sp. J12C1-MA-4] >gb|QXT38572.1| formate dehydrogenase subunit alpha [Jannaschia sp. J12C1-MA-4],1.17.1.9
PZU85045,960,718,1523.06,0,formate dehydrogenase subunit alpha [Shinella sp.],1.17.1.9
WP_073013859,956,729,1522.68,0,formate dehydrogenase subunit alpha [Roseibium suaedae] >emb|SHM35514.1| formate dehydrogenase alpha subunit [Roseibium suaedae],1.17.1.9
WP_153436654,960,726,1522.68,0,formate dehydrogenase subunit alpha [Sinorhizobium terangae] >gb|MBB4186950.1| formate dehydrogenase major subunit [Sinorhizobium terangae] >gb|MQX13535.1| formate dehydrogenase subunit alpha [Sinorhizobium terangae],1.17.1.9
WP_092930697,959,721,1522.68,0,formate dehydrogenase subunit alpha [Rhizobium sp. 9140] >emb|CZT33332.1| formate dehydrogenase major subunit [Rhizobium sp. 9140],1.17.1.9
MCC0020118,956,724,1522.68,0,formate dehydrogenase subunit alpha [Nitratireductor sp.],1.17.1.9
WP_142662503,959,713,1522.68,0,formate dehydrogenase subunit alpha [Paracoccus laeviglucosivorans] >emb|SMO58738.1| formate dehydrogenase alpha subunit [Paracoccus laeviglucosivorans],1.17.1.9
WP_062424269,960,717,1522.29,0,formate dehydrogenase subunit alpha [Rhizobium sp. Root564] >gb|KRA05730.1| formate dehydrogenase [Rhizobium sp. Root564],1.17.1.9
WP_121066726,969,730,1522.29,0,formate dehydrogenase subunit alpha [Chachezhania antarctica],1.17.1.9
WP_076623352,973,733,1522.29,0,MULTISPECIES: formate dehydrogenase subunit alpha [Salipiger] >gb|APX23229.1| formate dehydrogenase alpha subunit [Salipiger profundus] >dbj|GGA14177.1| formate dehydrogenase subunit alpha [Salipiger profundus] >emb|SFD50030.1| formate dehydrogenase alpha subunit [Salipiger profundus],1.17.1.9
WP_062477949,959,728,1522.29,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Rhizobium] >gb|KQS76294.1| formate dehydrogenase [Rhizobium sp. Leaf384] >gb|KQS78437.1| formate dehydrogenase [Rhizobium sp. Leaf383],1.17.1.9
WP_143127099,960,723,1522.29,0,formate dehydrogenase subunit alpha [Rhizobium straminoryzae] >gb|TRL35086.1| formate dehydrogenase subunit alpha [Rhizobium straminoryzae],1.17.1.9
MBB4955630,959,719,1521.91,0,formate dehydrogenase major subunit [Agrobacterium vitis] >gb|MBE1439901.1| formate dehydrogenase major subunit [Agrobacterium vitis],1.17.1.9
WP_050746075,959,725,1521.91,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Shinella] >gb|KNY13905.1| formate dehydrogenase [Shinella sp. SUS2] >gb|KOC72680.1| formate dehydrogenase [Shinella sp. GWS1] >gb|TAA59533.1| formate dehydrogenase subunit alpha [Shinella sp. JR1-6],1.17.1.9
WP_190235854,959,719,1521.91,0,formate dehydrogenase subunit alpha [Allorhizobium terrae] >gb|THF50099.1| formate dehydrogenase subunit alpha [Allorhizobium terrae],1.17.1.9
WP_199699656,942,725,1521.52,0,formate dehydrogenase subunit alpha [Notoacmeibacter ruber],1.17.1.9
WP_092989501,959,724,1521.52,0,formate dehydrogenase subunit alpha [Rhizobium sp. NFR03] >emb|SES36587.1| formate dehydrogenase major subunit [Rhizobium sp. NFR03],1.17.1.9
WP_184362092,959,718,1521.52,0,formate dehydrogenase subunit alpha [Rhizobium sp. BK602] >gb|MBB3611951.1| formate dehydrogenase major subunit [Rhizobium sp. BK602],1.17.1.9
WP_155037909,959,720,1521.52,0,formate dehydrogenase subunit alpha [Paracoccus litorisediminis] >gb|MTH57996.1| formate dehydrogenase subunit alpha [Paracoccus litorisediminis],1.17.1.9
WP_183429187,961,726,1521.14,0,formate dehydrogenase subunit alpha [Mesorhizobium sp. RMAD-H1] >gb|MBB2969779.1| formate dehydrogenase major subunit [Mesorhizobium sp. RMAD-H1],1.17.1.9
WP_215567086,960,723,1521.14,0,formate dehydrogenase subunit alpha [Rhizobium sp. CSW-27] >gb|MBT9370741.1| formate dehydrogenase subunit alpha [Rhizobium sp. CSW-27],1.17.1.9
WP_117371945,959,723,1521.14,0,formate dehydrogenase subunit alpha [Shinella sp. WSJ-2] >gb|RFZ83700.1| formate dehydrogenase subunit alpha [Shinella sp. WSJ-2],1.17.1.9
WP_142522690,959,721,1521.14,0,formate dehydrogenase subunit alpha [Pseudorhizobium endolithicum] >emb|CAD6432173.1| formate dehydrogenase subunit alpha [Rhizobium sp. Q54] >emb|CAD7042501.1| formate dehydrogenase subunit alpha [Pseudorhizobium endolithicum],1.17.1.9
WP_020042917,972,724,1521.14,0,formate dehydrogenase subunit alpha [Salipiger mucosus],1.17.1.9
WP_099910234,977,720,1521.14,0,formate dehydrogenase subunit alpha [Puniceibacterium antarcticum] >gb|PIL20888.1| formate dehydrogenase subunit alpha [Puniceibacterium antarcticum],1.17.1.9
WP_142586415,959,723,1521.14,0,formate dehydrogenase subunit alpha [Pseudorhizobium halotolerans] >gb|MBB5248984.1| formate dehydrogenase major subunit [Pseudorhizobium halotolerans] >emb|CAD7023050.1| formate dehydrogenase subunit alpha [Pseudorhizobium halotolerans],1.17.1.9
WP_149338724,959,722,1521.14,0,formate dehydrogenase subunit alpha [Neorhizobium sp. P12A] >gb|KAA0698967.1| formate dehydrogenase subunit alpha [Neorhizobium sp. P12A],1.17.1.9
